runkey,popsize,generations,xo_prob,mut_prob,selection_function,mutation_function,xo_function,elitism,patience,runcount,bestfit,duration_secs
366ca5b7-724d-482e-ad44-1720c7e852b4,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,3,8444,0.4266021251678467
71fa22b5-9b2b-4565-b266-98254b875b6e,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,4,8192,0.37122392654418945
866a2130-f1a8-4969-a169-edfa38026b6a,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,1,8112,2.189826250076294
bc62ad9d-6532-43fb-b46e-fbbf49052d32,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,2,8808,2.3478050231933594
cde44fd7-4627-4a53-a629-b4f180942836,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,3,8560,2.20699405670166
a1593b39-5137-472d-9fb4-2ced64abb791,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,4,7964,1.9677629470825195
1a286ad0-9b39-4429-abcc-b4b25406207c,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,1,8400,1.4377152919769287
3b88d4f9-aa7a-4e35-bde3-90a7d6faf09b,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,2,8332,1.5799405574798584
57bf17c8-5e83-4caf-bf4e-7844adc88efc,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,3,8560,1.4010190963745117
8f220b65-549c-4b93-a33b-a58ed56480ca,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,4,8104,1.446070671081543
2b63126a-cdad-4578-8123-45d507711a2f,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,1,8684,0.9742271900177002
3dcfee43-8042-45fd-bb74-8044058f4825,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,2,8376,0.7644433975219727
80e86988-2505-4aed-a3cb-fb67fe5fd1d9,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,3,8272,0.7221853733062744
9d64f949-93e7-4879-9da7-8935a65681fd,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,4,8380,0.6395831108093262
7a0299a8-eb70-465b-8e6a-3ea9345a27fb,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,1,8956,1.68473482131958
0bc83107-2ca0-421c-b0fb-679f82202a81,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,2,8076,4.825551271438599
5e2c839f-8db4-45f5-bb5c-e8483f0804c6,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,3,8332,5.249624490737915
38e772a0-7f07-42a7-9b18-a95f4241d0c2,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,4,8444,3.954334020614624
7841944f-8786-4778-ac73-5c4d36cf0db2,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,1,8476,3.92539381980896
2ead2748-53fc-4319-9331-de702552a4b3,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,2,7944,4.154531240463257
451526e8-f18e-43b6-b5d8-f3b74c56bcd8,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,3,8544,2.693869113922119
e13780de-fd99-4e56-b9bc-792143b94046,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,4,7472,1.6072351932525635
5e2585ea-d00b-4303-9511-12382001fff8,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,1,8012,0.6634888648986816
055288ec-ed71-49cf-8854-a87ccf211ec3,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,2,7304,0.7517294883728027
bfc49fd2-1e9e-4088-8a8c-a2251664415c,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,3,8612,0.7414431571960449
462792da-f71a-401e-ac30-cbe95ba9d3c8,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,4,8696,0.8023381233215332
d13cea01-34c0-4fc2-9d0b-4bb5878be985,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,1,7736,1.2940971851348877
a39c8dd4-e6ca-4db7-9723-6aa4870c4888,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,2,7828,1.212883472442627
c298e83d-9785-4490-adce-039c01c9b0d2,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,3,9000,1.4534268379211426
be93ec03-5538-4ae0-baf7-6d6979cd73f2,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,4,8536,1.338895320892334
10f46f61-833e-40d6-821d-a4a8ad8c5285,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,1,8764,0.7702326774597168
5ffe203e-db9c-4934-be07-1c4c43c8999b,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,2,8872,1.164581537246704
4cce11bf-aad1-499d-9f1f-2d9d829b705c,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,3,7304,0.7443633079528809
08fbce3a-7552-4361-810f-f47092be8a49,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,4,8628,0.9716329574584961
39694b1a-4e38-4013-bf87-57146e802895,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,1,8500,0.4319884777069092
860085bb-26b3-4583-85c1-bd1faf32497e,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,2,8012,0.47174692153930664
1a1f5274-fb53-4dde-a30b-8852eeba61c4,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,3,8928,0.48104262351989746
0e86219e-fb70-4bb2-8e76-3b371fda4215,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,4,7952,0.4491863250732422
561c39f3-e9d0-4152-8e6f-1c48559b13c9,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,1,8672,0.9781038761138916
cb3742c7-d69d-4b3a-9260-c06a99b28715,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,2,8720,1.0528817176818848
5de907fc-9759-461f-bd61-caed5111819d,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,3,8880,1.0806958675384521
eaa34698-e224-4b41-9127-6ac17ebe9627,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,4,8720,1.0419185161590576
c208d258-b69c-4212-bc38-4aa641132671,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,1,8240,0.6954185962677002
ba9d81b4-633c-4a9d-b8e0-87f60ddd0695,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,2,8848,0.8564131259918213
a473728c-1ac4-4c57-9848-1e002a3ba000,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,3,9300,0.7852411270141602
c3e903d3-8c61-4095-81ad-11c68cab00ac,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,4,8076,0.7384648323059082
0d153eec-5e03-4018-81ca-7145fb7e9d50,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,1,8468,0.402801513671875
98b7482e-467e-401d-abca-942ea83af6d4,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,2,8948,0.42556262016296387
dffea0e0-95ee-4d51-8183-358a83cb063b,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,3,8900,0.4409599304199219
bbfca7b6-6c30-4ae9-b301-48d5166abf7a,100,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,4,9196,0.48807644844055176
cfe97966-8fb8-458d-be79-e8d1cec6709c,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,1,9156,4.335271120071411
0065a5bc-e239-44eb-ba24-cfdf10b2991f,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,2,8312,2.2003591060638428
fdc6a9e1-9f35-4c31-a1e1-440be2362c99,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,3,8604,2.578277349472046
57c2e4f0-7fb9-49ac-bbbc-b5fa8888ad61,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,4,8424,2.20145583152771
4d0e46b3-4e8d-45ac-8713-6ac7faa9b616,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,1,7988,1.3625867366790771
1653189b-188f-4a22-9763-ca7f2af98626,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,2,8380,2.2107677459716797
cb088c98-d9e2-43ca-b6f8-b3c9201cb1ff,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,3,8512,1.6684026718139648
47c274d2-1fa1-4707-a9dc-7ef5ff348272,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,4,9472,1.2016680240631104
7d151469-a3ad-4e3c-9913-afc16bd2caf0,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,1,8152,0.5679810047149658
a78c7cc9-6e30-4d64-9fce-60ac2b8c5549,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,2,8652,0.5718123912811279
cc654e96-eddb-4e70-809e-a7ee93cb1cdc,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,3,8696,0.506314754486084
4c02c5e0-9848-4b67-9760-e8644f4f8d18,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,4,8240,0.5599515438079834
6da10580-eb1c-4ca0-8260-c6b39cd44013,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,1,8752,1.5059032440185547
40da917c-5155-4950-b184-72dd50dc2eac,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,2,8332,1.5267508029937744
6559cf02-246b-4f7e-9b58-8c3de4a94630,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,3,8924,1.5343444347381592
9d3d81f9-2fee-4586-8611-f745a53e3a3a,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,4,8512,1.4630234241485596
2e812b31-bc47-4173-8bbf-b66f17201c7a,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,1,8172,1.4338276386260986
11d814c8-234d-46fc-8c16-f6036c5caf68,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,2,7440,1.440459966659546
771adcd8-15b7-443a-851d-40066e0ede46,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,3,7632,1.591141700744629
b0e78de6-3ac8-4071-b5f0-7947afaf3eee,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,4,8424,1.266477108001709
e6c573de-e85b-4658-8af2-2aad2c57511f,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,1,8932,1.0609865188598633
2a611174-cd49-47d2-b905-2df84edc4846,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,2,7668,1.4710640907287598
502c800a-5c67-4790-a86d-e492f4e485b4,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,3,8380,1.5728411674499512
c17e7844-1896-4de0-809b-53855199deb2,100,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,4,8720,1.4701285362243652
dc54bfae-9cc2-44e4-813f-a0a0a513e1fa,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,1,8468,2.1717729568481445
4ff4170f-d19c-4b54-b4d9-268353d4b543,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,2,8624,1.771573781967163
1ca5d50a-498a-4c73-935b-78c84fd00177,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,3,8480,1.9132566452026367
317db328-4697-4765-86f8-2d26914bc131,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,4,8956,1.5706751346588135
50b8fc0a-1e6b-43b0-b9ce-f61f989e7484,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,1,8588,1.042773723602295
41aed890-9d1b-40c2-bd97-8da8005cadee,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,2,8500,1.0753350257873535
951e7ac0-a164-47fd-835d-2c9f24c59988,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,3,8560,0.9143562316894531
21ce2209-71e6-4bba-b0de-a9438f79e071,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,4,7672,0.9526357650756836
24ba7a78-d0d5-47b4-9fa9-e3d4fe9fb813,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,1,7740,0.5488395690917969
cdf326bc-26c4-4963-9a0f-d255528d196e,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,2,8812,0.44728517532348633
04b02d7c-7bdb-4f30-95ef-c35abb23e166,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,3,8060,0.45050692558288574
868f0409-2955-4918-aa37-786cd2808684,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,4,8560,0.5112712383270264
71b0ea70-7624-415d-bfc8-0ad38cd215c8,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,1,8012,1.2145533561706543
9755d94e-2a7a-4847-aa80-cfe92e9678e4,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,2,8212,1.4585516452789307
c23f3fda-11bb-4fbb-95fd-b35ceecdd1f0,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,3,8720,1.2142128944396973
7d18c8cb-ad7f-4b6f-aa74-1b7b1180f411,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,4,8628,1.1851935386657715
ac5ce613-c325-4352-9330-d38aa97534e4,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,1,8180,1.025876522064209
79ce96f4-6330-41d3-a4bd-18690ff3f6a6,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,2,8812,0.7864384651184082
254ef84c-f647-4ee7-af5d-696121065b67,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,3,7944,0.9440898895263672
6f5bdc35-ad5d-4f27-bd0d-ca60787f3a87,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,4,8768,0.8110003471374512
62b23918-6413-4521-8a2f-4d8e7375d786,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,1,7692,0.4886293411254883
ae22c0e8-9dfa-4c65-949a-902a917cf41f,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,2,8444,0.4521369934082031
1a88872e-f09c-494c-b486-8393e65f668b,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,3,8788,0.45035338401794434
f1a0c466-85be-44b9-8b5e-c5dfefc984b5,150,100,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,4,8400,0.5010607242584229
c75c638c-1f4d-4a11-9839-615dd78f8e9f,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,1,8560,2.945354700088501
25e1be91-b7a9-4bc8-9017-09219feb0b8c,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,2,8124,2.849735736846924
8a260dee-8e49-4a23-9996-dce0d49886a3,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,3,8056,3.03499436378479
60fa6048-36c6-461f-8697-40e3d3036dd1,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,10,4,8856,2.8540685176849365
d48a3b24-7258-4376-8286-fc02d0e633d1,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,1,8644,2.508345365524292
3824f473-f74e-47a4-8f79-6dbbdc6860e6,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,2,7944,2.142925500869751
9aa8ecaa-4f8b-4c5e-9306-650699c5061e,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,3,7920,1.933589220046997
11c72369-bb93-4dbf-aea4-517847c4827b,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,20,4,7600,2.035916805267334
57c55df3-c32f-4801-b31c-38d08d367447,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,1,8772,0.7646732330322266
eb020ba6-6136-4141-b5b8-1f52242564b7,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,2,8888,0.7336137294769287
f4551065-49b2-453a-b532-d42ae014cddf,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,3,8480,0.8171730041503906
b983dcf3-ba89-49e7-a342-5b826fe0d9e1,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,1,500,4,8964,0.726935863494873
20cf8a89-d68b-4354-83cf-a5f9867397b0,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,1,7872,2.081575870513916
4e90bbb2-a14a-4f5b-b6f9-aafbf7e3a880,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,2,8400,2.610452651977539
455a0c5d-1d60-49d3-aeb3-53f16128b615,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,3,8628,2.6130523681640625
c85e65a1-34c4-48bb-b3e3-aba5d5fd5229,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,10,4,8104,2.1557235717773438
01221316-3726-4176-b122-4c2a6e7e5613,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,1,7828,1.8496513366699219
e1e6e58e-3228-418e-8a93-a4a1f5bc11a4,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,2,7760,1.9046478271484375
453770e2-037a-4fce-b3c7-53b8c38676b5,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,3,8628,1.6997356414794922
732c4386-65f9-47a4-bae3-888405db7164,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,20,4,8012,1.7335278987884521
10abd5f9-134b-4c41-92ee-f3876afd502f,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,1,7604,0.6639339923858643
03d146f2-007d-45c0-ae13-dac70e29be82,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,2,8168,0.7588753700256348
93fcad39-f434-478c-86e6-987bc9ed88a1,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,3,6984,0.6711921691894531
99de01d6-203d-43a7-a3b1-ccaab643eca8,150,150,0.99,0.2,tournament_sel,shuffle_mutation,order_crossover,3,500,4,8796,0.7907249927520752
bc5a59b6-3c49-4c07-aeba-62874365dca9,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,10,1,7716,9.182401657104492
95924de8-f345-42f3-9604-7fbff5041538,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,10,2,8424,10.181699991226196
47954185-a40e-43fd-b0ab-702157ed210c,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,10,3,9088,10.56476879119873
ff21aecf-0659-4aed-b32c-847b6289250a,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,10,4,8844,12.137975692749023
7b21e136-6c00-4d6b-ae55-c86cd9851bd6,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,20,1,8424,7.104897499084473
7781f04b-5814-404a-9ff2-5305c9c9de79,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,20,2,8308,6.784992694854736
bd5ecef1-846d-4e2b-ae12-d4d41d1fb0e4,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,20,3,9300,7.766915559768677
c1f07fe8-3bb4-4670-88d2-470070576580,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,20,4,8240,6.168936014175415
1e89dc60-b889-406e-9a9b-273cc8959a67,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,500,1,9296,2.9965367317199707
0b3ba170-55df-41fb-a4d5-90bf84863aec,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,500,2,8948,3.2420642375946045
4256b892-93a4-4bd3-8193-708e3552b17b,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,500,3,8740,2.888279438018799
d0e1a38e-f16a-4f58-80b1-aeb5ce8d3143,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,500,4,8796,3.0013697147369385
3a6e980f-eb26-4c69-8c0f-92a266f42695,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,10,1,8592,10.129264116287231
6c88eec7-86b2-4e55-a4e4-c4e7d3387fed,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,10,2,8316,11.682950258255005
d1297864-e216-4846-b105-609060bb949e,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,10,3,7412,11.577318668365479
615928d8-b72d-4dab-9cea-0e162fc40540,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,10,4,9336,9.658109903335571
9501a25b-df8a-4fe9-9c10-c5b5762c6a88,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,20,1,8240,7.2975382804870605
14d17377-87a4-495e-8ec1-52a5f8bb3932,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,20,2,8704,7.869329214096069
3103c66b-fae0-4959-9c3f-32a6362ccb8a,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,20,3,8628,6.303537368774414
e3501dc1-7473-4b3f-b76a-e401bedcd809,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,20,4,7852,7.463143825531006
1718785a-71fc-43b4-a85a-f3214d615337,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,500,1,8652,3.0317089557647705
127643f5-bc84-43fd-bf03-1bf8ca535c19,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,500,2,8272,3.0284221172332764
7361fff6-608a-4147-8e74-8de5f29218cc,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,500,3,8720,3.037936210632324
7b8915c3-7178-4baa-9353-77b7c041eecf,100,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,500,4,8264,2.8002512454986572
fa23a4ee-5ffe-4da0-b345-e52b63d121aa,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,10,1,8972,28.430784940719604
559e800b-6c18-49b8-9c69-c6fab5576fc9,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,10,2,8628,26.199883937835693
25e1f2d1-44c8-4fd6-ada0-e38573e264b7,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,10,3,8264,27.96123695373535
cf39e640-7f03-4e4a-968e-580b68153fc5,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,10,4,9104,27.646307945251465
ccebd7b3-8224-4416-ba05-26afc79ec72a,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,20,1,8536,20.885812520980835
7aaf2657-74bf-4bc0-a2da-a7f385cb2a36,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,20,2,7988,18.964478254318237
a557e5ba-2ecf-46fa-b91f-3b092620fe70,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,20,3,9044,19.11672616004944
24ea9c39-1175-4047-9af9-9320c0b4beb5,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,20,4,8912,19.24467658996582
0a496ef3-9376-4477-a030-5a6cc3c55508,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,500,1,7944,4.74329400062561
34724c09-6c0e-4407-9cae-ecb5b171599f,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,500,2,8500,4.732483625411987
8b790f16-178c-4898-a4a9-34a663b36f2b,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,500,3,9012,4.78281044960022
b2a07916-02f9-4222-9738-d9854576c786,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,500,4,9016,4.529962062835693
686fa8be-2084-4409-8184-4c680c1a290a,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,10,1,8660,21.617406606674194
67622c6b-0c0e-4f3c-a1d6-a95ea2cb8593,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,10,2,8856,30.54166579246521
c71b1435-ffd2-4d93-9c7c-05768609ad15,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,10,3,7488,25.451984882354736
c73d5a22-9e2a-4fbe-8a5f-38173950f4cc,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,10,4,8264,24.72697138786316
5c352721-529b-44c3-8421-75ce038998ad,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,20,1,8080,21.713213205337524
16185ff9-c969-40e6-8d4a-eca6a7ed7eef,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,20,2,8512,17.056417226791382
b34390ae-10c3-4e64-b6bc-647f0fb3b62d,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,20,3,8644,16.966329336166382
b746c28b-523a-41f3-9834-8c767be16dc4,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,20,4,8172,16.415488958358765
42346a29-28f0-41cf-8e99-b28da898c58e,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,500,1,8604,4.702350616455078
2461560f-c53b-46a0-aaf0-05d2dbfe9d7c,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,500,2,8788,4.51973295211792
3a2bba99-74de-4614-b36b-34491ebc95fa,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,500,3,8604,4.434512138366699
033aa48e-01b7-41a4-9b32-09bae619998d,100,150,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,3,500,4,8424,4.665026664733887
8c0fde02-233c-4185-82ec-47d34b1f8e65,150,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,10,1,8240,25.76801824569702
2b46ccfc-b50a-4a68-aa43-9582a2daa969,150,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,10,2,8812,24.083231210708618
722a7cf0-a224-4704-80f8-e27f9eeb3921,150,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,10,3,7760,19.734777450561523
34012568-0a85-4581-9fc1-eca9aaa2a147,150,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,10,4,7944,20.908623456954956
3383a975-6303-46e4-936e-f1112f556b11,150,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,20,1,8104,15.029622793197632
77b8f910-1d3f-4401-a5d0-41109c7f7540,150,100,0.99,0.2,sigma_scaling_selection,swap_mutation,order_crossover,1,20,2,8376,14.512240648269653
