runkey,popsize,generations,xo_prob,mut_prob,selection_function,mutation_function,xo_function,elitism,patience,runcount,bestfit,duration_secs
331d6a2f-4b7f-45b6-8b1d-c4f8b7de0e00,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,1,20,4,8832,1.3672358989715576
311bd84a-7d5f-4f32-a8b2-71fbc379876d,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,1,500,1,8272,0.6166832447052002
5a923d54-243a-433e-b65d-72c024626b3a,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,1,500,2,8424,0.6468846797943115
9b9cf55d-e729-419a-9e22-a870043d014d,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,1,500,3,8696,0.6940388679504395
2c5b5351-e6c6-4a44-bbe9-54b0c644992b,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,1,500,4,8284,0.661482572555542
6dfeac66-8adf-4fe5-84e5-ebb1551c1e0a,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,3,10,1,8492,1.8812780380249023
bd764c17-52fb-42ac-9b46-5b4c9ea6fcf2,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,3,10,2,7804,1.844590425491333
b1dba998-caf8-462b-94cf-f72ea8155d93,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,3,10,3,8148,1.6173095703125
aa97cf73-09cb-431c-b839-c48c12a7ecb2,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,3,10,4,8308,1.7627654075622559
73f75fcd-8cfc-412b-b5a6-8d5f48645c3d,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,3,20,1,8364,1.2358410358428955
521fbfd5-27bc-4506-a326-b75982aa13d9,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,3,20,2,8956,1.2591042518615723
8af41e4e-d96c-47ac-a715-f7acca31b9ca,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,3,20,3,7508,1.1974520683288574
19d9d3e2-4364-4ed6-8696-b402fdeb4e82,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,3,20,4,8124,1.4024617671966553
30cb184c-cfc7-440d-9d3a-6c4ab22261f9,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,3,500,1,8592,0.5879230499267578
69855f21-28b8-412d-a93d-4966280b401c,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,3,500,2,8080,0.7356061935424805
c0e8887f-07d8-43dc-bdb8-f63007fcbac1,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,3,500,3,7692,0.7829816341400146
cc24d101-307d-41c7-a601-bcf833e36e8c,150,150,0.99,0.2,tournament_sel,swap_mutation,order_crossover,3,500,4,7852,0.6517853736877441
f5629595-a2e1-4a6f-a233-b30c01468f32,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,1,8400,0.5947191715240479
85bbdff5-b42d-4c04-a8c9-5da7c20f9be5,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,2,8888,0.634286642074585
37c1d150-650c-430d-a553-3a43e0e819a0,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,3,8172,0.6379392147064209
b555d671-7fcd-4052-b1e3-4d4f49a47495,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,4,8488,0.7226872444152832
8dba3b4f-2a1d-40e9-bd32-e34f73d32122,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,1,8516,0.42895078659057617
228354c9-5f9c-4193-9f55-8ea635d3cb94,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,2,7716,0.40569329261779785
dfd4e1a2-b9d9-456f-ac22-deeac764dc40,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,3,7532,0.5599334239959717
2c1e33aa-4d86-4238-8730-bdce637461bc,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,4,8584,0.42275404930114746
adaf8cd6-4416-44c5-a488-45c827169869,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,1,8604,0.2485501766204834
cedf0549-408b-4697-ad5d-d4e3d8421759,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,2,8444,0.25393104553222656
ce427b9c-fab6-46ee-b2d0-af1017f8f4c7,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,3,8956,0.3724503517150879
91db4a2f-f8c3-4c17-8492-b36ce133f2e7,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,4,8660,0.27835965156555176
8539d971-9a24-4567-aafd-1dc1fda4895c,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,1,8340,0.581557035446167
ab84b53e-8781-4097-a8f2-03547f7f46bc,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,2,8500,0.6009905338287354
e5a43db3-0182-4281-9926-05a50140ebc1,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,3,8988,0.5849897861480713
cbf26f5a-70cd-48f1-8026-bc504475130c,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,4,7260,0.5602898597717285
0e90f853-f128-4016-bb63-516f23aa83d6,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,1,8524,0.38442087173461914
f2320e9a-5994-459b-bce3-0fd12fd96de3,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,2,8284,0.33010411262512207
c80c4f96-a611-4962-8003-50ade0008892,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,3,9332,0.45517468452453613
208d4fda-5238-4d9b-9de0-a6e5b521a911,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,4,8704,0.4776902198791504
9ea00e8b-1c25-4d19-a820-790b1e2a0b60,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,1,8380,0.3210630416870117
09303761-3e6a-4a6c-a73f-f00e96ea6bfa,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,2,8660,0.29359936714172363
423c1ad5-95cc-4273-a9aa-67fc65e5f1a6,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,3,8032,0.3210752010345459
b187a9a4-f92e-4caf-b0fe-281090657306,100,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,4,8080,0.2513000965118408
9722db36-e952-4ff3-b025-dbf94acf3bc6,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,1,8764,1.137084722518921
989a8a52-fbf4-4041-a1f5-c8d130a004d9,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,2,8248,1.406935453414917
8bb22daa-f6ca-4bcd-b73a-3f2ebba2390a,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,3,8512,1.3574647903442383
6e1f0f28-c959-41f9-ba03-af4a847d09a8,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,4,7548,1.6844494342803955
bec1c147-bee4-4969-b30c-ad7e5017b1d0,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,1,8524,1.4500503540039062
18ddc72a-ab89-4516-ace7-9db7bb9587dd,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,2,7716,1.0545282363891602
480ce2a8-cb80-4ca6-b3d2-d8d42af9ad23,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,3,8672,1.0141215324401855
8115d9db-a9d0-49d9-81e8-cd770f1d9fb2,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,4,7692,1.209425449371338
e2e234e7-f2f4-4742-ae71-9b910e2bc9f0,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,1,8024,0.41727137565612793
38a4348d-8320-4b59-8234-d868db16b33e,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,2,9200,0.43212080001831055
6f290a8c-611d-4c82-abd8-0bf28960cb06,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,3,8468,0.5124611854553223
2860e80b-7ada-4747-88b0-78e1d50e60cb,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,4,8580,0.38889265060424805
ed156e79-d150-4d75-b835-bbfdbb37baaf,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,1,8856,1.0804789066314697
773829d3-74a5-4c16-97a4-9c693de52b23,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,2,8424,0.9150562286376953
d3271f1e-f285-4cc0-8413-2afea73caad3,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,3,8284,0.9425251483917236
d82e3e8c-6081-44fd-b530-a2660cbd2f26,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,4,8924,0.7674856185913086
ff0da063-3310-40e9-8807-352daf28bb66,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,1,8628,0.7300317287445068
e9338b82-3443-44b8-968d-b2eb40c40b69,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,2,8740,0.7085239887237549
2a83651e-3a57-43a4-b44d-2cfb228398af,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,3,8696,0.7428467273712158
10c1c771-859b-4bdb-8406-debf9a99adae,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,4,7860,0.65267014503479
b7a5d3fd-c0e3-42da-b54f-25e078da4b2b,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,1,8468,0.4694035053253174
28095aa4-5387-4110-a844-a0fab88156eb,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,2,8964,0.42448902130126953
d64882c4-d80f-4d35-8e86-f82ba59b25a3,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,3,7692,0.37912726402282715
840a2c96-9c0f-42bb-a918-fe8eaf81dcf1,100,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,4,8424,0.49643468856811523
aba00c7a-0604-4195-bfc0-6970558c026b,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,1,7600,0.9215757846832275
4ba39dd5-b427-4129-adc2-d4e483cf6cc2,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,2,5640,0.8827214241027832
914e8c01-793d-4c1a-9594-f9e289feec4b,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,3,8492,1.0871047973632812
419268e2-4484-4392-a80c-211222241710,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,4,8476,0.9708306789398193
6e426f68-9530-4736-bac9-8ad3478eb7e2,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,1,8400,0.6759634017944336
81495b84-b572-4b24-9000-8bb177ded99e,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,2,8568,0.6420454978942871
41fc8850-e482-4f18-b9da-eff4c389cf54,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,3,9116,0.6594364643096924
80decaaf-c94d-4c92-af71-34ce58b207c5,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,4,7988,0.6182878017425537
b23dd515-1943-423c-88e2-589608c12ca7,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,1,8468,0.45917773246765137
71ebcd3c-6fb3-41df-89a2-ab0596ff8dad,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,2,8328,0.4940307140350342
e56c1289-61b6-415c-af65-36e6597fb9b6,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,3,7532,0.39924120903015137
f2ee9ea5-1062-47ac-a356-805ed296452f,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,500,4,8192,0.5440104007720947
a33672a7-49b0-4357-b3b9-1f61914c346a,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,1,7988,0.8470745086669922
a381c33c-4c1f-4084-a2af-52da13e04fd8,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,2,7920,0.7248468399047852
10526b24-3cb0-4849-9067-5f68a7bb42d4,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,3,8076,0.8184940814971924
20004d3c-10ac-40c4-84bf-da7367b217f2,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,10,4,8056,0.8598716259002686
71f2d515-81d9-45ad-823e-0a0063d5e09d,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,1,8652,0.543799877166748
d3895ab2-2a91-4ef5-bf21-ac582305c1f7,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,2,8652,0.6141877174377441
4e7b9c42-05a2-4758-aa60-1d02bc2add40,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,3,8652,0.48635292053222656
86f6429d-fec5-48ad-8704-718c51fe228d,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,20,4,7648,0.5742905139923096
4985da5b-5407-4a34-84a6-5d465518f0b4,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,1,8424,0.4700937271118164
788c8695-d6d6-4155-9874-0ef0bb6d91f6,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,2,8700,0.3556535243988037
4f069c2d-cdb9-4d5e-a7ab-45a6a3660ee9,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,3,8420,0.34181714057922363
a7a22cd3-b0f4-4571-8902-32e1fa20b2ea,150,100,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,3,500,4,8516,0.33977317810058594
6f93219f-b1b9-43cf-89f0-820564099654,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,1,8880,2.338841438293457
cb932fc6-8515-4b38-9c55-b1c917eadc5e,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,2,7852,2.0056228637695312
cfbd34d7-07ef-4767-a5fc-baf8817d8234,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,3,7328,2.4332287311553955
ea3d01c2-87d3-4798-9361-1e9bb158e89b,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,10,4,8432,2.2648425102233887
e3ef4946-9662-4c30-bb94-0bf4bf179fc1,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,1,8204,2.004863977432251
c2ae0394-afa9-4f9e-82a3-60e9d4d870c7,150,150,0.99,0.2,tournament_sel,inversion_mutation,order_crossover,1,20,2,9200,1.4398138523101807
